claim_number,age_of_driver,safety_rating,annual_income,high_education,address_change,zip_code,claim_date,past_num_of_claims,liab_prct,police_report,age_of_vehicle,vehicle_price,total_claim,injury_claim,policy_deductible,annual_premium,days_open,form_defects,gender_M,marital_status_0,marital_status_1,property_status_Rent,claim_day_of_week_Friday,claim_day_of_week_Monday,claim_day_of_week_Saturday,claim_day_of_week_Sunday,claim_day_of_week_Thursday,claim_day_of_week_Tuesday,claim_day_of_week_Wednesday,accident_site_Local,accident_site_Parking Lot,witness_present_0,witness_present_1,channel_Online,channel_Phone,vehicle_category_Large,vehicle_category_Medium,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white,fraud_reported_Y
329101056,26,87,62144.0,1,0,20148,2024-12-12,1,0,0,2.0,42047.55622,39585.25489,3176.781453,500,1082.36,3.76089471,2,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
329204736,23,81,50164.8,0,0,20160,2023-04-08,0,29,0,3.0,38258.93815,12842.45498,6713.757582,1000,999.43,3.194274536,7,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
329992704,71,86,68204.8,1,0,15055,,0,51,1,8.0,19515.67328,13118.20043,4322.824214,500,1078.65,4.41535887,4,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True
330200064,59,95,65232.0,0,1,50056,,1,0,1,5.0,11927.55485,60908.46493,4099.198109,500,1518.54,3.565754146,4,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True
330428160,49,81,76254.4,1,1,50039,2023-11-02,0,2,0,12.0,17371.74736,27345.07329,3797.438702,1000,1622.67,4.47524718,9,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
330759936,25,84,51505.6,1,1,50047,2024-04-10,0,6,1,6.0,13829.77361,15425.33194,3310.188174,2000,1155.97,3.668338126,5,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False
331008768,24,75,50846.4,1,0,50057,,0,81,0,3.0,11347.14384,23097.57301,3304.346344,2000,1239.06,3.226313159,2,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True
331195392,35,77,56884.8,0,1,80019,,0,48,1,5.0,13310.78247,10736.97867,3266.344062,500,1082.36,3.26836307,6,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
331382016,20,43,47934.4,1,0,20148,2023-10-06,1,20,0,7.0,18731.82364,52230.97388,1867.624803,2000,1155.97,4.488329447,5,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True
332066304,51,82,76254.4,1,0,15047,2024-11-10,0,0,0,6.0,14202.75551,19890.69417,6521.194954,2000,1155.97,2.963113017,6,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
332087040,32,78,55480.0,1,0,20149,,0,87,0,4.0,7696.63382,11351.98715,3913.113789,1000,1726.91,3.946540638,5,True,False,True,True,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
332273664,24,83,50841.6,1,0,80038,,0,98,0,1.0,16901.55028,23968.22828,3401.964881,500,1518.54,3.633501907,4,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True
332563968,47,84,61580.8,1,0,50022,,0,37,1,4.0,20817.17077,13120.12932,4464.814355,500,1055.6,2.920829644,4,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False
332792064,29,59,53867.2,1,0,80015,,2,98,1,6.0,27135.61408,12412.01327,3401.212158,500,1078.65,4.338362468,8,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True
332999424,39,50,58640.0,0,1,50022,,1,16,1,4.0,7685.15132,30250.00811,2440.493531,2000,1246.68,4.624540898,4,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
333310464,25,75,76254.4,0,1,85053,2024-02-09,2,0,1,3.0,11743.41323,9903.287825,2583.463866,1000,1726.91,3.57214146,4,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False
333393408,26,53,76254.4,0,0,20129,2024-07-04,1,41,1,5.0,22671.41141,28022.29457,6731.139389,500,1518.54,4.084675582,3,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
333580032,61,71,76254.4,1,0,15009,2023-05-10,1,64,0,4.0,29690.00325,8475.207101,3305.299109,2000,1246.68,4.33298228,3,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
333621504,26,76,76254.4,0,0,20148,,2,37,1,6.0,45302.43814,22969.34284,4103.188147,1000,1622.67,3.435988878,5,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False
333683712,52,44,76254.4,1,1,80011,2024-05-01,0,100,1,11.0,21439.39252,45054.72707,2859.564785,500,1354.2,3.844150481,6,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
333808128,38,81,76254.4,1,1,15021,2023-03-09,0,56,1,7.0,18124.20101,24428.35827,5934.883079,2000,1155.97,4.4361181,4,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
334056960,26,70,52124.8,1,1,15032,,1,99,1,5.0,15580.70294,15576.68473,2757.636696,2000,1246.68,4.300123449,3,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True
334098432,29,86,53896.0,1,1,85042,,0,76,0,7.0,9099.64116,42539.50512,7205.534705,1000,1622.67,4.442493988,4,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True
334347264,26,64,52110.4,1,1,80104,2023-06-03,0,50,1,3.0,18823.51583,20649.8508,4425.688361,500,1055.6,3.976119218,5,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True
334513152,54,91,63825.6,1,1,20101,,0,14,0,4.0,16360.77058,15159.49539,4820.909778,1000,1726.91,2.907689897,0,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
334616832,23,67,50177.6,1,1,85082,2023-05-10,1,50,0,2.0,20387.37639,17921.26769,6275.537063,500,1232.57,4.527788465,3,True,True,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True
334679040,28,78,53304.0,0,1,85027,,1,99,0,3.0,12481.81498,7283.184753,1676.110374,1000,1324.78,3.308749081,2,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False
334865664,38,89,58225.6,0,1,80110,2023-08-11,1,95,0,7.0,7602.403122,22553.9896,6282.209996,2000,1239.06,3.270133401,1,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False
335010816,24,82,50851.2,1,1,50021,2023-05-08,0,83,1,5.0,26223.67967,39390.63719,3417.819696,500,1055.6,3.287998818,4,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
335674368,22,87,49444.8,1,0,50041,2023-05-05,1,39,0,3.0,17152.64857,7147.259052,4420.352383,2000,1155.97,3.224679603,6,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False
336192768,24,83,50867.2,1,1,50011,,0,0,0,4.0,17527.89428,34638.62989,6556.983342,1000,999.43,4.050941823,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False
336669696,28,95,53312.0,1,1,80002,,0,76,1,5.0,31884.16768,34871.82733,1819.305153,2000,1239.06,4.370362668,5,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False
337229568,28,80,53307.2,1,0,50043,2023-12-01,1,59,1,7.0,10902.19301,33078.8455,5404.505583,500,1078.65,4.192044091,3,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
337416192,35,75,56870.4,1,0,20121,2024-01-08,0,56,1,5.0,5555.992285,14278.37106,3090.275645,2000,1246.68,4.022564627,6,True,True,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True
337457664,36,86,57352.0,0,0,50047,,0,67,0,3.0,37384.69193,26496.87448,3853.532922,1000,1622.67,4.32166808,4,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False
337644288,35,65,56849.6,0,0,15043,2023-10-10,0,90,0,4.0,33492.32302,17065.31152,6130.047961,500,1055.6,4.152171264,4,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False
338100480,36,78,57352.0,0,1,50022,,0,50,0,4.0,13751.25485,29857.9149,2423.711335,500,1354.2,3.614126694,3,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False
338846976,29,78,53870.4,1,0,50052,,1,96,1,7.0,7077.364051,55589.4248,3739.301958,500,1055.6,3.392249096,1,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False
339406848,34,84,56377.6,1,1,50034,,0,12,1,9.0,42028.72152,14052.25842,4847.537765,1000,1324.78,3.73228103,5,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False
339572736,49,87,62273.6,1,1,85014,,0,63,0,6.0,32854.59013,51085.11445,6165.403433,2000,1239.06,3.641239366,6,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False
339614208,22,73,49411.2,0,1,15014,2024-06-02,0,49,1,1.0,7236.571706,18267.8204,6019.396947,2000,1246.68,3.950703057,4,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
340485120,24,83,50824.0,1,0,50047,2023-10-03,3,56,1,6.0,35820.42535,16664.20822,4312.092711,1000,999.43,3.70579797,2,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False
340879104,25,83,51473.6,1,0,50035,2024-06-03,0,100,1,6.0,31592.57798,34744.32529,2924.712995,1000,1324.78,3.819953441,2,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
341190144,28,30,53332.8,1,0,85038,,0,58,0,7.0,13804.73456,12762.574,8849.052234,500,1055.6,3.637734879,5,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True
341252352,29,59,53865.6,0,1,50013,,0,76,1,5.0,17918.86677,26050.30057,5840.770323,1000,999.43,3.950409102,3,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
341708544,31,75,54937.6,1,1,80006,2024-07-02,2,83,1,4.0,44163.80171,23144.38195,4155.065665,2000,1246.68,4.369200547,5,True,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True
341998848,24,89,50846.4,0,0,85070,,1,34,1,4.0,13660.78651,12035.35243,4464.22796,500,1055.6,4.415144489,2,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False
342496512,57,65,90536.32,1,0,80022,,0,27,1,6.0,17853.62382,43650.51924,3247.301096,1000,1622.67,4.104153347,3,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False
342620928,25,80,72076.48,0,1,50005,,0,0,1,5.0,36785.78393,38248.89476,9118.975095,1000,999.43,3.579866144,6,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
342724608,25,73,51518.4,1,0,15035,2024-10-11,0,5,0,3.0,13363.56267,11004.30424,7485.94009,500,1078.65,4.18406047,4,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False
343077120,29,90,75418.56,0,1,50047,,1,97,1,5.0,11160.61057,12674.84325,3951.895895,1000,1622.67,3.743981055,4,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False
343180800,23,90,70264.32,0,1,15021,2024-10-12,0,12,0,3.0,14475.13799,38876.12759,5076.693723,500,1354.2,3.131057106,6,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False
343471104,25,21,51507.2,1,1,85076,,2,96,1,4.0,46222.59953,30008.31833,7744.817057,1000,1324.78,3.435808076,2,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False
344113920,27,81,52760.0,1,1,50023,,0,18,1,4.0,31519.19956,33505.42394,5930.469217,500,1232.57,3.171229835,7,True,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False
344653056,29,75,53886.4,1,1,50007,2024-10-06,0,100,1,5.0,22070.72275,24970.6139,9609.021637,500,1354.2,3.910106639,2,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False
344860416,43,50,60158.4,0,1,20149,,2,91,1,7.0,16782.36911,22084.84995,10227.07238,2000,1155.97,3.088886944,4,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
344901888,27,53,52734.4,1,1,20165,,1,44,1,3.0,31482.57889,23934.23566,6612.13014,500,1232.57,3.996366143,4,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False
345544704,29,66,53864.0,1,1,80015,,0,13,0,3.0,13792.4472,13336.00346,7909.13108,2000,1239.06,3.130403042,4,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False
346000896,28,75,53297.6,1,1,20106,2024-10-10,0,50,0,3.0,12714.95929,31765.74355,4524.426778,2000,1155.97,4.522745286,5,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False
346063104,43,94,84311.36,1,0,15009,,0,46,0,4.0,19224.44437,18506.48939,10355.54967,500,1078.65,3.673904238,5,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False
346146048,33,82,78279.04,1,1,15001,,2,8,1,6.0,33286.4081,6796.423423,7969.379986,500,1518.54,4.282651015,0,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False
346270464,29,61,53872.0,1,1,80007,2023-10-02,5,0,1,6.0,47213.6621,23084.84291,4915.006687,1000,1622.67,3.830995547,3,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False
346519296,26,58,52105.6,1,0,50047,2024-06-06,0,0,1,4.0,13034.74714,12285.1146,7294.238688,500,1232.57,4.757371723,2,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True
346705920,27,82,73828.16,1,1,20149,,0,53,1,5.0,19654.44797,24406.6838,3430.766371,500,1082.36,3.984148776,6,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False
346809600,27,75,73857.28,1,1,15022,,2,7,1,5.0,41717.85595,26144.7774,6220.591138,500,1055.6,4.511577234,4,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
346913280,43,61,84228.48,1,1,20163,2024-03-10,0,1,1,8.0,17343.59069,30305.3986,5339.427478,1000,1726.91,3.505239381,4,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
347079168,55,57,64102.4,1,0,85040,,3,52,1,5.0,13275.9016,11622.36758,4274.332871,500,1518.54,4.258588243,3,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False
347410944,28,91,68334.4,1,0,85016,,0,16,0,5.0,14049.3895,17529.30375,5268.74099,500,1354.2,3.926237609,3,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False
347576832,28,77,68334.4,0,0,15021,2024-09-02,0,88,0,6.0,40255.05585,31167.91547,4895.386075,2000,1155.97,3.750196354,6,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
347804928,20,45,67103.68,0,0,50058,,0,80,1,6.0,12400.85125,9409.682546,3166.930775,500,1518.54,3.909774893,1,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False
347825664,24,48,71189.44,1,1,85036,,0,78,0,2.0,16976.13844,13955.34233,7368.130092,2000,1239.06,4.968967038,8,True,False,True,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False
348095232,44,70,50548.8,1,1,80016,2023-09-03,0,50,0,3.0,11526.95904,20802.84637,3695.548995,500,1354.2,3.415070875,5,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
348281856,49,49,62232.0,1,1,85060,2024-12-04,0,50,1,10.0,11065.13068,29497.90783,10495.81856,1000,1726.91,4.770905859,4,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True
348779520,31,61,54928.0,1,1,80020,,3,70,1,4.0,48398.00984,4415.049056,3503.623918,1000,999.43,3.787459307,8,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True
349090560,26,61,52123.2,0,1,20109,2023-07-08,0,5,1,12.0,16072.78929,26002.25402,4523.884536,2000,1239.06,3.624180065,4,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True
349277184,54,86,63803.2,1,1,15025,,1,50,0,4.0,39468.42639,53623.42355,5210.610417,1000,1622.67,5.54263014,5,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False
349567488,27,54,52758.4,1,0,50007,,0,98,1,3.0,13823.93102,14705.77682,5132.943958,1000,999.43,3.015121095,9,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True
351475200,22,73,69249.6,0,1,85074,2023-05-10,0,22,0,7.0,17495.78106,4858.912389,3343.85018,500,1082.36,4.21935426,3,True,False,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False
351806976,23,29,70203.84,1,1,85032,,2,59,1,3.0,29404.7273,25741.50236,3227.614872,500,1078.65,3.812392323,5,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False
351848448,29,75,75425.28,1,0,20101,2024-09-10,0,93,0,5.0,11737.67959,8236.342294,2331.355533,500,1518.54,4.18920232,6,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False
352263168,25,84,51516.8,0,0,80031,,0,7,0,6.0,14710.64813,28641.12532,9038.153749,1000,1726.91,4.115769921,5,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False
352512000,29,85,53884.8,0,1,15037,2024-11-05,1,1,1,2.0,10653.84938,11968.029,5314.540342,1000,1622.67,3.044659614,3,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
352740096,22,64,49396.8,1,0,20151,2024-11-02,1,60,1,7.0,40104.03679,26395.00551,2503.489979,500,1232.57,3.389563943,1,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True
352802304,20,82,67085.76,1,1,15009,,1,77,1,6.0,29509.05678,10293.53657,4821.163381,1000,1324.78,3.879582564,5,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
352905984,24,81,71180.48,1,1,15043,2024-06-08,1,63,0,8.0,19402.47594,16926.81307,6216.037027,2000,1239.06,4.129397461,0,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False
353237760,24,70,50860.8,1,1,80010,2023-08-02,0,100,1,3.0,20142.29978,18073.37581,6406.079774,500,1354.2,3.470541693,2,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False
353362176,29,78,53897.6,0,0,50001,,0,0,1,7.0,12786.6624,18087.02873,6187.081549,1000,999.43,3.749078727,2,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False
353901312,28,94,53288.0,1,1,20103,,0,89,1,3.0,8062.823407,24341.02458,5890.31446,2000,1246.68,4.179213407,3,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False
354336768,25,78,51481.6,1,0,80005,,1,1,1,4.0,17131.21573,19850.74471,4689.659646,1000,1726.91,4.469181256,2,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False
354668544,27,75,52736.0,1,1,85074,,0,23,1,3.0,33930.00397,10439.23782,2527.804014,1000,1324.78,3.497462715,4,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False
355228416,38,85,81466.56,0,0,20142,2024-08-03,0,90,0,7.0,19711.23131,23628.88879,4196.627936,1000,999.43,4.095262548,5,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False
355601664,34,78,56422.4,1,0,80040,,1,6,1,10.0,12167.83127,24038.00528,5037.646947,1000,1622.67,3.661788699,4,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False
356576256,46,73,61270.4,1,0,15001,,0,76,0,4.0,5017.92677,18631.69615,4766.377957,1000,1622.67,3.614824254,3,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False
356783616,44,67,84788.48,0,0,50021,,0,48,1,2.0,27629.45446,32996.89275,4085.197708,500,1232.57,4.391612071,5,True,True,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False
356866560,21,71,68187.84,1,0,85078,,0,49,1,4.0,38891.01181,14113.09079,3794.231107,500,1078.65,4.314890601,5,True,False,True,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False
357447168,25,87,51484.8,0,1,50044,,0,0,0,2.0,9158.987145,14955.6534,8343.517745,2000,1155.97,3.985845436,3,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True
357841152,63,73,66292.8,1,1,50039,,0,18,1,5.0,34565.71833,22096.2029,3540.636149,1000,1622.67,4.457887098,7,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True
358027776,25,74,51497.6,0,0,20129,,0,50,0,4.0,10941.36865,31356.15043,7286.786671,500,1354.2,3.955593364,2,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
358069248,25,72,51475.2,0,1,80027,2024-09-04,0,24,1,4.0,13686.63208,26940.84561,4178.464971,500,1055.6,3.595802588,3,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True
358172928,23,88,70235.2,0,0,20129,,0,10,0,10.0,20197.0737,31685.77488,5166.905522,1000,999.43,4.770647833,3,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False
359707392,22,78,29238.4,1,0,15009,,0,70,1,5.0,21908.97733,9858.233039,5135.95223,1000,1726.91,4.421080616,5,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True
359728128,45,87,85263.36,1,1,50021,,1,96,0,6.0,22398.72755,41101.92346,6707.626324,500,1232.57,4.796356516,4,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False
359769600,27,82,73839.36,1,0,20132,2023-05-06,0,38,1,5.0,32753.50026,15312.33368,2520.482468,500,1078.65,3.871014687,4,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False
360453888,73,75,26127.36,1,1,20129,2023-06-09,3,51,1,4.0,36524.84633,30102.8335,2316.096759,500,1078.65,4.732554506,5,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
360516096,28,75,74625.6,1,0,80022,,0,51,1,3.0,5114.83736,9427.416318,8649.68538,500,1518.54,3.568587446,6,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True
360557568,27,79,73848.32,1,1,15010,,0,63,1,3.0,30375.67961,14624.56619,1775.09197,2000,1246.68,3.948578034,8,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
360910080,29,71,75407.36,1,0,85014,,0,88,0,4.0,13130.89973,42356.19255,4876.766412,1000,999.43,3.594833077,1,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False
361241856,28,90,74650.24,1,1,80040,,0,3,1,3.0,15780.99586,6803.34916,8277.860368,2000,1246.68,4.54611494,3,True,False,True,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False
361490688,31,52,76944.0,1,1,20110,2023-01-08,0,99,0,3.0,21958.5388,21235.22886,2765.172864,1000,999.43,4.557123195,3,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
361677312,28,50,74623.36,1,1,20103,2024-08-10,0,77,1,4.0,8636.277901,9263.830045,6296.780829,500,1232.57,4.226797606,4,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False
362568960,21,47,48713.6,1,0,80108,2024-06-11,0,1,0,6.0,16908.22859,29943.1465,2883.530233,2000,1246.68,3.096551266,5,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False
362734848,58,73,64963.2,1,1,50039,2023-06-05,0,100,1,2.0,8550.705088,19502.40401,2863.46866,500,1082.36,2.990874765,9,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True
363191040,28,10,53304.0,1,1,85062,,0,1,0,3.0,19905.60135,20135.77123,3817.897763,500,1078.65,4.3026937,4,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False
363564288,22,93,49470.4,1,1,15021,2024-04-12,1,78,0,5.0,46990.16338,27956.62782,7765.783999,1000,1622.67,3.831437866,4,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False
